tU_D,y_D,v_U,Cd,Cl,inlet_U_fraction,rho_min,rho_max
62.25,-0.2507857729037241,-0.22151845516115543,2.9071456318992253,-1.8063789930654768,1.0,1.0432766568419156,1.0581451539603999
62.300000000000004,-0.26149757811419094,-0.20684074484738837,2.8639477130483053,-1.8533689561116247,1.0,1.0434067622964724,1.0581049688582362
62.35,-0.27145898131913715,-0.1915103625759597,2.828585884511419,-1.8963535341981874,1.0,1.0435131859164257,1.0580865328799747
62.400000000000006,-0.28063844780366676,-0.17556967729813688,2.8008319053883124,-1.931829589739037,1.0,1.0435907947113534,1.0580805151960209
62.45,-0.28900646550360093,-0.15906041526087894,2.766251801971887,-1.962224082970283,1.0,1.043629672967475,1.0580623669326468
62.5,-0.29653595740377336,-0.1420392390775263,2.726136985762262,-1.991415435637256,1.0,1.0436960702746096,1.058056221627096
62.550000000000004,-0.30320286808283664,-0.12456576152170946,2.6908909216646664,-2.014934213692272,1.0,1.043805493264504,1.0580820544317797
62.6,-0.30898568976619956,-0.10668150905891122,2.655354327753723,-2.0275019876117875,1.0,1.0439593342652003,1.058094549499458
62.650000000000006,-0.313864836317301,-0.08842708453277498,2.613368969671133,-2.0333844869945765,1.0,1.0441009046364056,1.0580688868028232
62.7,-0.3178232068416406,-0.06986092749575011,2.575625327568254,-2.035673054977435,1.0,1.044203646844314,1.0580569072497237
62.75,-0.32084663302252725,-0.05103614667811775,2.550016926808858,-2.027413612117306,1.0,1.0443222552248534,1.0580767603123191
62.800000000000004,-0.32292309870062413,-0.03198883648875,2.526759568666562,-2.0078947767646507,1.0,1.0444580913318442,1.0580803223777675
62.85,-0.3240426733666409,-0.012772014067012004,2.4999371205315883,-1.9863107721903768,1.0,1.044580320836029,1.0580628619166976
62.900000000000006,-0.32419871564427294,0.006540598654886827,2.477129404128423,-1.9626774438146057,1.0,1.0446919469079066,1.0580549998376034
62.95,-0.3233879595518755,0.025892869224041937,2.4621382604378264,-1.9284353358179067,1.0,1.0448077140332734,1.058058668925728
63.0,-0.3216094810764693,0.04524057352833264,2.4483281201793115,-1.8874163444098153,1.0,1.044920894649712,1.058049353154366
63.050000000000004,-0.31886512707742903,0.06451420748864783,2.4327047132948882,-1.8480215354538927,1.0,1.045030564663837,1.058030457745754
63.1,-0.3151605810317872,0.08363766423974031,2.4194964761724123,-1.8044280993865915,1.0,1.0451539593238521,1.0580550881729924
63.150000000000006,-0.310504663663039,0.10256265420850391,2.4109277549493306,-1.7496909493734896,1.0,1.0453107909310313,1.0580952031694064
63.2,-0.30490838726055736,0.12124176289551522,2.4050481111832593,-1.691350222499984,1.0,1.0454841125280532,1.0581370766233449
63.25,-0.2983858082373768,0.13960155973402158,2.40161156065905,-1.63465442702482,1.0,1.0456513318995084,1.0581732785366984
63.300000000000004,-0.2909546806461639,0.15757528572273863,2.402989761650584,-1.5711822343305806,1.0,1.0457603408844423,1.0582018150322787
63.35,-0.28263534632005455,0.17512436089513905,2.409415720412187,-1.4964334362851186,1.0,1.045915667433555,1.0582803237992304
63.400000000000006,-0.27344998800120224,0.19220766425726601,2.41916590417899,-1.4166086549649397,1.0,1.046093286590417,1.058353370909032
63.45,-0.2634232601625688,0.2087701645240537,2.4325032650710297,-1.3327825262521045,1.0,1.0462834022649306,1.0584097170820876
63.5,-0.252582401214597,0.22476666935561543,2.450920289879681,-1.2408001721287258,1.0,1.0465010582676129,1.0584432514591307
63.550000000000004,-0.24095663598712921,0.24015954304675236,2.4737764812784038,-1.142692246727008,1.0,1.0467059705363735,1.0585107613953213
63.6,-0.2285772719409582,0.254902386900505,2.501377586619521,-1.0415071363314445,1.0,1.046832519502713,1.0585707502809703
63.650000000000006,-0.21547796539970202,0.26895104133698156,2.537142293055403,-0.9343396626050947,1.0,1.046639164228076,1.0585974586456925
63.7,-0.20169426938376933,0.2822726585231118,2.5808115127288445,-0.8206962825065827,1.0,1.0463502882515219,1.0585988766784469
63.75,-0.1872634376758703,0.2948287281165944,2.6237719052513766,-0.7060121131958554,1.0,1.0460650962613312,1.058650134680095
